Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Mar 22, Fri",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,1st Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/89654/csk-vs-rcb-1st-match-indian-premier-league-2024,2024
"Mar 23, Sat",PUNJAB KINGS,DELHI CAPITALS,2nd Match,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",,10:00 AM,Punjab Kings won by 4 wkts,https://www.cricbuzz.com/cricket-scores/89661/pbks-vs-dc-2nd-match-indian-premier-league-2024,2024
"Mar 23, Sat",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,3rd Match,"Eden Gardens, Kolkata",,02:00 PM,Kolkata Knight Riders won by 4 runs,https://www.cricbuzz.com/cricket-scores/89665/kkr-vs-srh-3rd-match-indian-premier-league-2024,2024
"Mar 24, Sun",RAJASTHAN ROYALS,LUCKNOW SUPER GIANTS,4th Match,"Sawai Mansingh Stadium, Jaipur",,10:00 AM,Rajasthan Royals won by 20 runs,https://www.cricbuzz.com/cricket-scores/89668/rr-vs-lsg-4th-match-indian-premier-league-2024,2024
"Mar 24, Sun",GUJARAT TITANS,MUMBAI INDIANS,5th Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Gujarat Titans won by 6 runs,https://www.cricbuzz.com/cricket-scores/89675/gt-vs-mi-5th-match-indian-premier-league-2024,2024
"Mar 25, Mon",ROYAL CHALLENGERS BENGALURU,PUNJAB KINGS,6th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:00 PM,Royal Challengers Bengaluru won by 4 wkts,https://www.cricbuzz.com/cricket-scores/89682/rcb-vs-pbks-6th-match-indian-premier-league-2024,2024
"Mar 26, Tue",CHENNAI SUPER KINGS,GUJARAT TITANS,7th Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Chennai Super Kings won by 63 runs,https://www.cricbuzz.com/cricket-scores/89689/csk-vs-gt-7th-match-indian-premier-league-2024,2024
"Mar 27, Wed",SUNRISERS HYDERABAD,MUMBAI INDIANS,8th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:00 PM,Sunrisers Hyderabad won by 31 runs,https://www.cricbuzz.com/cricket-scores/89693/srh-vs-mi-8th-match-indian-premier-league-2024,2024
"Mar 28, Thu",RAJASTHAN ROYALS,DELHI CAPITALS,9th Match,"Sawai Mansingh Stadium, Jaipur",,02:00 PM,Rajasthan Royals won by 12 runs,https://www.cricbuzz.com/cricket-scores/89700/rr-vs-dc-9th-match-indian-premier-league-2024,2024
"Mar 29, Fri",ROYAL CHALLENGERS BENGALURU,KOLKATA KNIGHT RIDERS,10th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:00 PM,Kolkata Knight Riders won by 7 wkts,https://www.cricbuzz.com/cricket-scores/89703/rcb-vs-kkr-10th-match-indian-premier-league-2024,2024
"Mar 30, Sat",LUCKNOW SUPER GIANTS,PUNJAB KINGS,11th Match,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,02:00 PM,Lucknow Super Giants won by 21 runs,https://www.cricbuzz.com/cricket-scores/89710/lsg-vs-pbks-11th-match-indian-premier-league-2024,2024
"Mar 31, Sun",GUJARAT TITANS,SUNRISERS HYDERABAD,12th Match,"Narendra Modi Stadium, Ahmedabad",,10:00 AM,Gujarat Titans won by 7 wkts,https://www.cricbuzz.com/cricket-scores/89717/gt-vs-srh-12th-match-indian-premier-league-2024,2024
"Mar 31, Sun",DELHI CAPITALS,CHENNAI SUPER KINGS,13th Match,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,02:00 PM,Delhi Capitals won by 20 runs,https://www.cricbuzz.com/cricket-scores/89724/dc-vs-csk-13th-match-indian-premier-league-2024,2024
"Apr 01, Mon",MUMBAI INDIANS,RAJASTHAN ROYALS,14th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Rajasthan Royals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/89731/mi-vs-rr-14th-match-indian-premier-league-2024,2024
"Apr 02, Tue",ROYAL CHALLENGERS BENGALURU,LUCKNOW SUPER GIANTS,15th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:00 PM,Lucknow Super Giants won by 28 runs,https://www.cricbuzz.com/cricket-scores/89738/rcb-vs-lsg-15th-match-indian-premier-league-2024,2024
"Apr 03, Wed",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,16th Match,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,02:00 PM,Kolkata Knight Riders won by 106 runs,https://www.cricbuzz.com/cricket-scores/89745/dc-vs-kkr-16th-match-indian-premier-league-2024,2024
"Apr 04, Thu",GUJARAT TITANS,PUNJAB KINGS,17th Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Punjab Kings won by 3 wkts,https://www.cricbuzz.com/cricket-scores/89749/gt-vs-pbks-17th-match-indian-premier-league-2024,2024
"Apr 05, Fri",SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,18th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:00 PM,Sunrisers Hyderabad won by 6 wkts,https://www.cricbuzz.com/cricket-scores/89752/srh-vs-csk-18th-match-indian-premier-league-2024,2024
"Apr 06, Sat",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,19th Match,"Sawai Mansingh Stadium, Jaipur",,02:00 PM,Rajasthan Royals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/89756/rr-vs-rcb-19th-match-indian-premier-league-2024,2024
"Apr 07, Sun",MUMBAI INDIANS,DELHI CAPITALS,20th Match,"Wankhede Stadium, Mumbai",,10:00 AM,Mumbai Indians won by 29 runs,https://www.cricbuzz.com/cricket-scores/89763/mi-vs-dc-20th-match-indian-premier-league-2024,2024
"Apr 07, Sun",LUCKNOW SUPER GIANTS,GUJARAT TITANS,21st Match,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,02:00 PM,Lucknow Super Giants won by 33 runs,https://www.cricbuzz.com/cricket-scores/89770/lsg-vs-gt-21st-match-indian-premier-league-2024,2024
"Apr 08, Mon",CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,22nd Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Chennai Super Kings won by 7 wkts,https://www.cricbuzz.com/cricket-scores/91380/csk-vs-kkr-22nd-match-indian-premier-league-2024,2024
"Apr 09, Tue",PUNJAB KINGS,SUNRISERS HYDERABAD,23rd Match,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",,02:00 PM,Sunrisers Hyderabad won by 2 runs,https://www.cricbuzz.com/cricket-scores/91389/pbks-vs-srh-23rd-match-indian-premier-league-2024,2024
"Apr 10, Wed",RAJASTHAN ROYALS,GUJARAT TITANS,24th Match,"Sawai Mansingh Stadium, Jaipur",,02:00 PM,Gujarat Titans won by 3 wkts,https://www.cricbuzz.com/cricket-scores/91393/rr-vs-gt-24th-match-indian-premier-league-2024,2024
"Apr 11, Thu",MUMBAI INDIANS,ROYAL CHALLENGERS BENGALURU,25th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Mumbai Indians won by 7 wkts,https://www.cricbuzz.com/cricket-scores/91398/mi-vs-rcb-25th-match-indian-premier-league-2024,2024
"Apr 12, Fri",LUCKNOW SUPER GIANTS,DELHI CAPITALS,26th Match,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,02:00 PM,Delhi Capitals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/91407/lsg-vs-dc-26th-match-indian-premier-league-2024,2024
"Apr 13, Sat",PUNJAB KINGS,RAJASTHAN ROYALS,27th Match,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",,02:00 PM,Rajasthan Royals won by 3 wkts,https://www.cricbuzz.com/cricket-scores/91416/pbks-vs-rr-27th-match-indian-premier-league-2024,2024
"Apr 14, Sun",KOLKATA KNIGHT RIDERS,LUCKNOW SUPER GIANTS,28th Match,"Eden Gardens, Kolkata",,10:00 AM,Kolkata Knight Riders won by 8 wkts,https://www.cricbuzz.com/cricket-scores/91420/kkr-vs-lsg-28th-match-indian-premier-league-2024,2024
"Apr 14, Sun",MUMBAI INDIANS,CHENNAI SUPER KINGS,29th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Chennai Super Kings won by 20 runs,https://www.cricbuzz.com/cricket-scores/91425/mi-vs-csk-29th-match-indian-premier-league-2024,2024
"Apr 15, Mon",ROYAL CHALLENGERS BENGALURU,SUNRISERS HYDERABAD,30th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:00 PM,Sunrisers Hyderabad won by 25 runs,https://www.cricbuzz.com/cricket-scores/91434/rcb-vs-srh-30th-match-indian-premier-league-2024,2024
"Apr 16, Tue",KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,31st Match,"Eden Gardens, Kolkata",,02:00 PM,Rajasthan Royals won by 2 wkts,https://www.cricbuzz.com/cricket-scores/91443/kkr-vs-rr-31st-match-indian-premier-league-2024,2024
"Apr 17, Wed",GUJARAT TITANS,DELHI CAPITALS,32nd Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Delhi Capitals won by 6 wkts,https://www.cricbuzz.com/cricket-scores/91452/gt-vs-dc-32nd-match-indian-premier-league-2024,2024
"Apr 18, Thu",PUNJAB KINGS,MUMBAI INDIANS,33rd Match,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",,02:00 PM,Mumbai Indians won by 9 runs,https://www.cricbuzz.com/cricket-scores/91461/pbks-vs-mi-33rd-match-indian-premier-league-2024,2024
"Apr 19, Fri",LUCKNOW SUPER GIANTS,CHENNAI SUPER KINGS,34th Match,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,02:00 PM,Lucknow Super Giants won by 8 wkts,https://www.cricbuzz.com/cricket-scores/91470/lsg-vs-csk-34th-match-indian-premier-league-2024,2024
"Apr 20, Sat",DELHI CAPITALS,SUNRISERS HYDERABAD,35th Match,"Arun Jaitley Stadium, Delhi",,02:00 PM,Sunrisers Hyderabad won by 67 runs,https://www.cricbuzz.com/cricket-scores/91474/dc-vs-srh-35th-match-indian-premier-league-2024,2024
"Apr 21, Sun",KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BENGALURU,36th Match,"Eden Gardens, Kolkata",,10:00 AM,Kolkata Knight Riders won by 1 run,https://www.cricbuzz.com/cricket-scores/91479/kkr-vs-rcb-36th-match-indian-premier-league-2024,2024
"Apr 21, Sun",PUNJAB KINGS,GUJARAT TITANS,37th Match,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",,02:00 PM,Gujarat Titans won by 3 wkts,https://www.cricbuzz.com/cricket-scores/91488/pbks-vs-gt-37th-match-indian-premier-league-2024,2024
"Apr 22, Mon",RAJASTHAN ROYALS,MUMBAI INDIANS,38th Match,"Sawai Mansingh Stadium, Jaipur",,02:00 PM,Rajasthan Royals won by 9 wkts,https://www.cricbuzz.com/cricket-scores/91497/rr-vs-mi-38th-match-indian-premier-league-2024,2024
"Apr 23, Tue",CHENNAI SUPER KINGS,LUCKNOW SUPER GIANTS,39th Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Lucknow Super Giants won by 6 wkts,https://www.cricbuzz.com/cricket-scores/91506/csk-vs-lsg-39th-match-indian-premier-league-2024,2024
"Apr 24, Wed",DELHI CAPITALS,GUJARAT TITANS,40th Match,"Arun Jaitley Stadium, Delhi",,02:00 PM,Delhi Capitals won by 4 runs,https://www.cricbuzz.com/cricket-scores/91515/dc-vs-gt-40th-match-indian-premier-league-2024,2024
"Apr 25, Thu",SUNRISERS HYDERABAD,ROYAL CHALLENGERS BENGALURU,41st Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:00 PM,Royal Challengers Bengaluru won by 35 runs,https://www.cricbuzz.com/cricket-scores/91524/srh-vs-rcb-41st-match-indian-premier-league-2024,2024
"Apr 26, Fri",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,42nd Match,"Eden Gardens, Kolkata",,02:00 PM,Punjab Kings won by 8 wkts,https://www.cricbuzz.com/cricket-scores/91528/kkr-vs-pbks-42nd-match-indian-premier-league-2024,2024
"Apr 27, Sat",DELHI CAPITALS,MUMBAI INDIANS,43rd Match,"Arun Jaitley Stadium, Delhi",,10:00 AM,Delhi Capitals won by 10 runs,https://www.cricbuzz.com/cricket-scores/91533/dc-vs-mi-43rd-match-indian-premier-league-2024,2024
"Apr 27, Sat",LUCKNOW SUPER GIANTS,RAJASTHAN ROYALS,44th Match,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,02:00 PM,Rajasthan Royals won by 7 wkts,https://www.cricbuzz.com/cricket-scores/91542/lsg-vs-rr-44th-match-indian-premier-league-2024,2024
"Apr 28, Sun",GUJARAT TITANS,ROYAL CHALLENGERS BENGALURU,45th Match,"Narendra Modi Stadium, Ahmedabad",,10:00 AM,Royal Challengers Bengaluru won by 9 wkts,https://www.cricbuzz.com/cricket-scores/91551/gt-vs-rcb-45th-match-indian-premier-league-2024,2024
"Apr 28, Sun",CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,46th Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Chennai Super Kings won by 78 runs,https://www.cricbuzz.com/cricket-scores/91555/csk-vs-srh-46th-match-indian-premier-league-2024,2024
"Apr 29, Mon",KOLKATA KNIGHT RIDERS,DELHI CAPITALS,47th Match,"Eden Gardens, Kolkata",,02:00 PM,Kolkata Knight Riders won by 7 wkts,https://www.cricbuzz.com/cricket-scores/91564/kkr-vs-dc-47th-match-indian-premier-league-2024,2024
"Apr 30, Tue",LUCKNOW SUPER GIANTS,MUMBAI INDIANS,48th Match,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,02:00 PM,Lucknow Super Giants won by 4 wkts,https://www.cricbuzz.com/cricket-scores/91569/lsg-vs-mi-48th-match-indian-premier-league-2024,2024
"May 01, Wed",CHENNAI SUPER KINGS,PUNJAB KINGS,49th Match,"MA Chidambaram Stadium, Chennai",,02:00 PM,Punjab Kings won by 7 wkts,https://www.cricbuzz.com/cricket-scores/91578/csk-vs-pbks-49th-match-indian-premier-league-2024,2024
"May 02, Thu",SUNRISERS HYDERABAD,RAJASTHAN ROYALS,50th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:00 PM,Sunrisers Hyderabad won by 1 run,https://www.cricbuzz.com/cricket-scores/91587/srh-vs-rr-50th-match-indian-premier-league-2024,2024
"May 03, Fri",MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,51st Match,"Wankhede Stadium, Mumbai",,02:00 PM,Kolkata Knight Riders won by 24 runs,https://www.cricbuzz.com/cricket-scores/91596/mi-vs-kkr-51st-match-indian-premier-league-2024,2024
"May 04, Sat",ROYAL CHALLENGERS BENGALURU,GUJARAT TITANS,52nd Match,"M.Chinnaswamy Stadium, Bengaluru",,02:00 PM,Royal Challengers Bengaluru won by 4 wkts,https://www.cricbuzz.com/cricket-scores/91600/rcb-vs-gt-52nd-match-indian-premier-league-2024,2024
"May 05, Sun",PUNJAB KINGS,CHENNAI SUPER KINGS,53rd Match,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,10:00 AM,Chennai Super Kings won by 28 runs,https://www.cricbuzz.com/cricket-scores/91609/pbks-vs-csk-53rd-match-indian-premier-league-2024,2024
"May 05, Sun",LUCKNOW SUPER GIANTS,KOLKATA KNIGHT RIDERS,54th Match,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,02:00 PM,Kolkata Knight Riders won by 98 runs,https://www.cricbuzz.com/cricket-scores/91618/lsg-vs-kkr-54th-match-indian-premier-league-2024,2024
"May 06, Mon",MUMBAI INDIANS,SUNRISERS HYDERABAD,55th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Mumbai Indians won by 7 wkts,https://www.cricbuzz.com/cricket-scores/91623/mi-vs-srh-55th-match-indian-premier-league-2024,2024
"May 07, Tue",DELHI CAPITALS,RAJASTHAN ROYALS,56th Match,"Arun Jaitley Stadium, Delhi",,02:00 PM,Delhi Capitals won by 20 runs,https://www.cricbuzz.com/cricket-scores/91632/dc-vs-rr-56th-match-indian-premier-league-2024,2024
"May 08, Wed",SUNRISERS HYDERABAD,LUCKNOW SUPER GIANTS,57th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:00 PM,Sunrisers Hyderabad won by 10 wkts,https://www.cricbuzz.com/cricket-scores/91641/srh-vs-lsg-57th-match-indian-premier-league-2024,2024
"May 09, Thu",PUNJAB KINGS,ROYAL CHALLENGERS BENGALURU,58th Match,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,02:00 PM,Royal Challengers Bengaluru won by 60 runs,https://www.cricbuzz.com/cricket-scores/91645/pbks-vs-rcb-58th-match-indian-premier-league-2024,2024
"May 10, Fri",GUJARAT TITANS,CHENNAI SUPER KINGS,59th Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Gujarat Titans won by 35 runs,https://www.cricbuzz.com/cricket-scores/91650/gt-vs-csk-59th-match-indian-premier-league-2024,2024
"May 11, Sat",KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,60th Match,"Eden Gardens, Kolkata",,02:00 PM,Kolkata Knight Riders won by 18 runs - 16 overs game - due to rain,https://www.cricbuzz.com/cricket-scores/91654/kkr-vs-mi-60th-match-indian-premier-league-2024,2024
"May 12, Sun",CHENNAI SUPER KINGS,RAJASTHAN ROYALS,61st Match,"MA Chidambaram Stadium, Chennai",,10:00 AM,Chennai Super Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/91663/csk-vs-rr-61st-match-indian-premier-league-2024,2024
"May 12, Sun",ROYAL CHALLENGERS BENGALURU,DELHI CAPITALS,62nd Match,"M.Chinnaswamy Stadium, Bengaluru",,02:00 PM,Royal Challengers Bengaluru won by 47 runs,https://www.cricbuzz.com/cricket-scores/91668/rcb-vs-dc-62nd-match-indian-premier-league-2024,2024
"May 13, Mon",GUJARAT TITANS,KOLKATA KNIGHT RIDERS,63rd Match,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Match abandoned without toss,https://www.cricbuzz.com/cricket-scores/91677/gt-vs-kkr-63rd-match-indian-premier-league-2024,2024
"May 14, Tue",DELHI CAPITALS,LUCKNOW SUPER GIANTS,64th Match,"Arun Jaitley Stadium, Delhi",,02:00 PM,Delhi Capitals won by 19 runs,https://www.cricbuzz.com/cricket-scores/91681/dc-vs-lsg-64th-match-indian-premier-league-2024,2024
"May 15, Wed",RAJASTHAN ROYALS,PUNJAB KINGS,65th Match,"Barsapara Cricket Stadium, Guwahati",,02:00 PM,Punjab Kings won by 5 wkts,https://www.cricbuzz.com/cricket-scores/91686/rr-vs-pbks-65th-match-indian-premier-league-2024,2024
"May 16, Thu",SUNRISERS HYDERABAD,GUJARAT TITANS,66th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:00 PM,Match abandoned without toss,https://www.cricbuzz.com/cricket-scores/91690/srh-vs-gt-66th-match-indian-premier-league-2024,2024
"May 17, Fri",MUMBAI INDIANS,LUCKNOW SUPER GIANTS,67th Match,"Wankhede Stadium, Mumbai",,02:00 PM,Lucknow Super Giants won by 18 runs,https://www.cricbuzz.com/cricket-scores/91699/mi-vs-lsg-67th-match-indian-premier-league-2024,2024
"May 18, Sat",ROYAL CHALLENGERS BENGALURU,CHENNAI SUPER KINGS,68th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:00 PM,Royal Challengers Bengaluru won by 27 runs,https://www.cricbuzz.com/cricket-scores/91704/rcb-vs-csk-68th-match-indian-premier-league-2024,2024
"May 19, Sun",SUNRISERS HYDERABAD,PUNJAB KINGS,69th Match,"Rajiv Gandhi International Stadium, Hyderabad",,10:00 AM,Sunrisers Hyderabad won by 4 wkts,https://www.cricbuzz.com/cricket-scores/91713/srh-vs-pbks-69th-match-indian-premier-league-2024,2024
"May 19, Sun",RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,70th Match,"Barsapara Cricket Stadium, Guwahati",,02:00 PM,Match abandoned due to rain (with toss),https://www.cricbuzz.com/cricket-scores/91717/rr-vs-kkr-70th-match-indian-premier-league-2024,2024
"May 21, Tue",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,Qualifier 1,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Kolkata Knight Riders won by 8 wkts,https://www.cricbuzz.com/cricket-scores/91722/kkr-vs-srh-qualifier-1-indian-premier-league-2024,2024
"May 22, Wed",RAJASTHAN ROYALS,ROYAL CHALLENGERS BENGALURU,Eliminator,"Narendra Modi Stadium, Ahmedabad",,02:00 PM,Rajasthan Royals won by 4 wkts,https://www.cricbuzz.com/cricket-scores/91731/rr-vs-rcb-eliminator-indian-premier-league-2024,2024
"May 24, Fri",SUNRISERS HYDERABAD,RAJASTHAN ROYALS,Qualifier 2,"MA Chidambaram Stadium, Chennai",,02:00 PM,Sunrisers Hyderabad won by 36 runs,https://www.cricbuzz.com/cricket-scores/91735/srh-vs-rr-qualifier-2-indian-premier-league-2024,2024
"May 26, Sun",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,Final,"MA Chidambaram Stadium, Chennai",,02:00 PM,Kolkata Knight Riders won by 8 wkts,https://www.cricbuzz.com/cricket-scores/91740/kkr-vs-srh-final-indian-premier-league-2024,2024
